name,publisher,intelligence,strength,speed,durability,power,combat,full_name,creator,alignment,gender,race,height,weight,eye_color,hair_color,skin_color,super_strength,stamina,durable,super_speed,agility,flight,accelerated_healing,reflexes,intelligent,energy_blasts,stealth,marksmanship,invulnerability,longevity,weapons_master,telepathy,enhanced_senses,force_fields,energy_absorption,enhanced_hearing,teleportation
Karate Kid,DC Comics,85,65,70,20,50,100,NA,DC Comics,good,Male,Human,173,72,Brown,Brown,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Killer Croc,DC Comics,65,55,35,90,55,60,Waylon Jones,DC Comics,bad,Male,Metahuman,244,356,Red,No Hair,Green,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Kilowog,DC Comics,95,90,55,45,100,80,NA,DC Comics,good,Male,Bolovaxian,234,324,Red,No Hair,Pink,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Klaw,Marvel Comics,85,40,35,100,65,60,Ulysses Klaw,Marvel Comics,bad,Male,Human,188,97,Red,No Hair,Red,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kraven II,Marvel Comics,80,35,25,30,45,85,Alyosha Kravinoff,Marvel Comics,bad,Male,Human,191,99,Brown,Black,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Kraven the Hunter,Marvel Comics,85,35,35,45,25,85,Sergei Kravinoff,Marvel Comics,bad,Male,Human,183,106,Brown,Black,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Krypto,DC Comics,55,80,100,90,85,40,Krypto the Superdog,DC Comics,good,Male,Kryptonian,64,18,Blue,White,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Lady Deathstrike,Marvel Comics,85,30,45,85,50,90,Yuriko Oyama,Marvel Comics,bad,Female,Cyborg,175,58,Brown,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Leader,Marvel Comics,100,10,15,15,60,45,Samuel Sterns,Marvel Comics,bad,Male,NA,178,63,Green,No Hair,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Legion,Marvel Comics,80,100,45,30,100,75,David Charles Haller,Marvel Comics,good,Male,Mutant,175,59,Green / Blue,Black,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Lex Luthor,DC Comics,100,55,25,65,70,70,Alexander 'Lex' Joseph Luthor,DC Comics,bad,Male,Human,188,95,Green,No Hair,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Light Lass,DC Comics,75,10,35,30,70,45,Ayla Ranzz,DC Comics,good,Female,NA,165,54,Blue,Red,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lightning Lad,DC Comics,75,10,25,30,60,45,Garth Ranzz,DC Comics,good,Male,NA,155,65,Blue,Red,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lightning Lord,DC Comics,75,10,25,45,70,45,Mekt Ranzz,DC Comics,bad,Male,NA,191,95,Blue,Red,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Living Brain,Marvel Comics,90,55,35,60,35,30,NA,Marvel Comics,bad,NA,NA,198,360,Yellow,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lizard,Marvel Comics,80,55,60,70,80,60,Curtis Connors,Marvel Comics,bad,Male,Human,203,230,Red,No Hair,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Lobo,DC Comics,100,100,55,100,100,85,NA,DC Comics,neutral,Male,Czarnian,229,288,Red,Black,Blue-White,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Loki,Marvel Comics,95,65,50,85,100,60,Loki Laufeyson,Marvel Comics,bad,Male,Asgardian,193,236,Green,Black,NA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Longshot,Marvel Comics,80,10,30,10,75,70,NA,Marvel Comics,good,Male,Human,188,36,Blue,Blond,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Luke Cage,Marvel Comics,80,65,30,95,45,70,Luke Cage,Marvel Comics,good,Male,Human,198,191,Brown,Black,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Luke Skywalker,George Lucas,85,40,45,25,100,100,Luke Skywalker,George Lucas,good,Male,Human,168,77,Blue,Blond,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Mach-IV,Marvel Comics,90,40,60,85,60,60,Abner Jenkins,Marvel Comics,bad,Male,NA,180,79,Brown,Brown,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Machine Man,Marvel Comics,85,35,35,85,55,65,"X-51, Aaron Stack",Marvel Comics,good,NA,NA,183,383,Red,Black,NA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Magneto,Marvel Comics,95,80,30,85,95,80,Erik Magnus Lensherr,Marvel Comics,bad,Male,Mutant,188,86,Grey,White,NA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Man-Thing,Marvel Comics,80,35,10,100,100,40,Dr. Theodore Sallis,Marvel Comics,good,Male,NA,213,225,Red,No Hair,Green,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Man-Wolf,Marvel Comics,85,45,35,45,45,70,John Jameson,Marvel Comics,good,Male,NA,188,90,Brown,Auburn,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Mandarin,Marvel Comics,100,30,25,30,100,95,Khan,Marvel Comics,bad,Male,Human,188,97,Blue,White,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mantis,Marvel Comics,85,10,35,80,100,80,NA,Marvel Comics,good,Female,Human-Kree,168,52,Green,Black,Green,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Martian Manhunter,DC Comics,100,95,95,100,100,85,J'onn J'onzz,DC Comics,good,Male,Martian,201,135,Red,No Hair,Green,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
Marvel Girl,Marvel Comics,85,85,50,45,100,80,Rachel Anne Summers,Marvel Comics,good,Female,NA,170,56,Green,Red,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Master Brood,Team Epic TV,NA,NA,NA,NA,NA,NA,Currently Colin Wood,Team Epic TV,good,Male,NA,183,81,Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Maverick,Marvel Comics,85,10,15,45,60,85,Christopher Bradley,Marvel Comics,good,Male,NA,193,110,Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Maxima,DC Comics,90,90,35,60,85,75,NA,DC Comics,bad,Female,NA,180,72,Brown,Red,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Medusa,Marvel Comics,90,35,35,70,40,60,Medusalith Amaquelin Boltagon,Marvel Comics,good,Female,Inhuman,180,59,Green,Red,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Meltdown,Marvel Comics,75,10,15,45,65,65,Tabitha Smith,Marvel Comics,good,Female,NA,165,54,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mephisto,Marvel Comics,95,85,35,95,100,45,NA,Marvel Comics,bad,Male,NA,198,140,White,Black,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mera,DC Comics,80,65,80,60,95,80,NA,DC Comics,good,Female,Atlantean,175,72,Blue,Red,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Metallo,DC Comics,90,55,25,95,90,65,John Corben,DC Comics,bad,Male,Android,196,90,Green,Brown,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Metamorpho,DC Comics,70,85,70,95,95,80,Rex Mason,DC Comics,good,Male,NA,185,90,Black,No Hair,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Metron,DC Comics,95,10,50,60,100,30,Metron,DC Comics,good,Male,NA,185,86,Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Micro Lad,DC Comics,75,30,30,30,45,35,Gim Allon,DC Comics,good,Male,NA,183,77,Grey,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mimic,Marvel Comics,85,70,50,60,80,45,Calvin Montgomery Rankin,Marvel Comics,good,Male,NA,188,101,Brown,Brown,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Miss Martian,DC Comics,85,85,60,100,100,45,M'gann M'orzz,DC Comics,good,Female,NA,178,61,Red,Red,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Mister Fantastic,Marvel Comics,100,10,20,70,35,65,Reed Richards,Marvel Comics,good,Male,Human / Radiation,185,81,Brown,Brown,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mister Freeze,DC Comics,90,35,15,70,40,30,Victor Fries,DC Comics,bad,Male,Human,183,86,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mister Sinister,Marvel Comics,100,50,50,90,100,50,Dr. Nathaniel Essex,Marvel Comics,bad,Male,Human / Altered,196,128,Red,Black,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Mockingbird,Marvel Comics,90,35,40,20,50,95,Barbara Morse,Marvel Comics,good,Female,Human,175,61,Blue,Blond,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MODOK,Marvel Comics,100,20,25,25,80,15,NA,Marvel Comics,bad,Male,Cyborg,366,338,White,Brownn,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Molten Man,Marvel Comics,80,75,25,85,55,60,Mark Raxton,Marvel Comics,bad,Male,NA,196,248,Gold,Gold,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Monarch,DC Comics,95,100,100,100,100,95,Nathaniel Christopher Adam,DC Comics,good,Male,NA,193,90,Blue,White,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Moon Knight,Marvel Comics,80,40,25,45,30,75,Marc Spector,Marvel Comics,good,Male,Human,188,101,Brown,Brown,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Moonstone,Marvel Comics,80,70,50,55,75,80,Dr. Karla Sofen,Marvel Comics,bad,Female,NA,180,59,Blue,Blond,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Morlun,Marvel Comics,85,60,35,45,75,60,Morlun,Marvel Comics,bad,Male,NA,188,79,White / Red,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Moses Magnum,Marvel Comics,90,30,15,45,55,60,Moses Magnum,Marvel Comics,bad,Male,NA,175,72,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mr Immortal,Marvel Comics,80,10,10,100,70,30,NA,Marvel Comics,good,Male,Mutant,188,70,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mr Incredible,Dark Horse Comics,80,85,35,95,30,40,Robert Parr,Dark Horse Comics,good,Male,Human,201,158,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Ms Marvel II,Marvel Comics,75,65,25,85,15,60,Sharon Ventura,Marvel Comics,good,Female,NA,173,61,Blue,Red,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Multiple Man,Marvel Comics,85,15,25,70,30,65,James Arthur,Marvel Comics,good,Male,NA,180,70,Blue,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mysterio,Marvel Comics,95,10,20,40,85,70,Quentin Beck,Marvel Comics,bad,Male,Human,180,79,Brown,No Hair,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mystique,Marvel Comics,90,15,25,65,65,75,Raven Darkholme,Marvel Comics,bad,Female,Mutant,178,54,Yellow (without irises),Red / Orange,Blue,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Namor,Marvel Comics,NA,NA,NA,NA,NA,NA,NA,Marvel Comics,good,Male,NA,0,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Namor,Marvel Comics,85,95,60,70,75,85,Namor McKenzie,Marvel Comics,good,Male,Atlantean,188,125,Grey,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Namora,Marvel Comics,80,85,45,45,50,65,Aquaria Nautica Neptunia,Marvel Comics,good,Female,NA,180,85,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Namorita,Marvel Comics,80,75,50,70,40,70,Namorita Prentiss,Marvel Comics,good,Female,NA,168,101,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Naruto Uzumaki,Shueisha,75,90,75,80,100,100,NA,Shueisha,good,Male,Human,178,54,Blue,Yellow,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Nebula,Marvel Comics,85,55,15,50,45,60,NA,Marvel Comics,bad,Female,Luphomoid,185,83,Blue,No Hair,Blue,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nick Fury,Marvel Comics,90,15,25,45,25,100,Nicholas Joseph Fury,Marvel Comics,good,Male,Human,185,99,Brown,Brown / White,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nightcrawler,Marvel Comics,80,10,50,15,80,80,Kurt Wagner,Marvel Comics,good,Male,NA,175,88,Yellow,Indigo,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Nightwing,DC Comics,95,15,35,30,40,100,Richard John Grayson,DC Comics,good,Male,Human,178,79,Blue,Black,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Northstar,Marvel Comics,80,20,85,60,65,70,Jean-Paul Beaubier,Marvel Comics,good,Male,NA,180,83,Blue,Black,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nova,Marvel Comics,100,85,75,100,100,80,Richard Rider,Marvel Comics,good,Male,Human,185,86,Brown,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Nova,Marvel Comics,85,60,100,100,100,35,Frankie Raye,Marvel Comics,good,Female,Human / Cosmic,163,59,White,Red,Gold,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Nova,Marvel Comics,100,85,75,100,100,80,Richard Rider,Marvel Comics,good,Male,Human,185,86,Brown,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Nova,Marvel Comics,85,60,100,100,100,35,Frankie Raye,Marvel Comics,good,Female,Human / Cosmic,163,59,White,Red,Gold,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Odin,Marvel Comics,100,85,70,95,100,90,NA,Marvel Comics,good,Male,God / Eternal,206,293,Blue,White,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Omniscient,Team Epic TV,NA,NA,NA,NA,NA,NA,Omniscient is the closest English word that compares to his alien tongue.,Team Epic TV,good,Male,NA,180,65,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
One Punch Man,Shueisha,65,100,95,100,70,65,NA,Shueisha,good,Male,Human,175,69,NA,No Hair,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Onslaught,Marvel Comics,95,100,35,100,100,55,Onslaught,Marvel Comics,bad,Male,Mutant,305,405,Red,No Hair,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Oracle,DC Comics,90,15,25,30,20,80,Barbara Gordon,DC Comics,good,Female,Human,178,59,Blue,Red,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Penance II,Marvel Comics,65,45,70,65,85,65,Robert Baldwin,Marvel Comics,good,Male,NA,183,89,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Penguin,DC Comics,95,10,15,35,45,45,Oswald Chesterfield Cobblepot,DC Comics,bad,Male,Human,157,79,Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
