gene_name,chromosome,phewas phenotype,gene_id,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - EBV-transformed lymphocytes,Cells - Transformed fibroblasts,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
PVT1,8,Photodermatitis & sunburn,ENSG00000249859.3,2.5095,2.533,5.0975,1.265,2.162,0.9218,2.992,0.29205,0.4221,0.1284,0.074545,0.08295,0.5251,0.5569,0.1958,0.2643,0.1169,0.1246,0.348,0.1875,4.48,17.01,6.077,4.034,3.767,1.819,1.4295,1.011,4.581,1.396,4.761,0.4617,0.1059,0.3623,0.2831,2.27,2.423,0.79165,2.2465,12.66,0.145,0.7301,5.706,2.497,1.998,2.289,5.263,0.8843,3.531,2.2365,3.498,4.035,1.738
RAB11B,19,Skin cancer,ENSG00000185236.7,161.95,144.3,121.95,243.5,216.1,261.5,189.1,105.95,117.9,116.55,219.3,230.1,153.2,158.1,111,138.8,117.3,109.1,195.8,135.25,181.6,103.75,106.8,208.8,227.6,150.4,126.45,174,116,162.45,190.1,129.1,97.82,124.7,78.89,168.9,138,77.865,183.95,198.3,76.04,193.7,194.2,146.9,152.1,129.9,177.55,134.7,136.1,403.55,200.3,165.1,97.56
RAB37,17,Skin cancer,ENSG00000172794.15,1.7505,1.537,1.7065,1.758,1.313,0.5822,4.975,1.6555,5.244,1.3655,139.9,135.6,10.29,10.96,2.993,4.63,1.232,1.299,3.709,3.1135,1.332,8.4155,0.2197,1.8495,2.192,1.4,3.9915,3.3375,1.504,2.707,2.119,0.8575,0.7782,1.415,6.688,6.549,1.538,0.3587,3.032,0.4237,0.6271,1.119,5.306,0.9437,1.241,9.823,24.965,2.8225,3.979,1.017,1.649,2.888,29.96
RAB38,11,Skin cancer,ENSG00000123892.7,1.609,3.286,27.05,3.047,4.351,1.424,9.484,0.23195,0.158,0.17945,0.07724,0.09172,0.1566,0.178,0.3139,0.4454,0.1857,0.12785,0.6049,0.3618,2.5395,16.655,3.135,3.734,2.804,1.97,2.0405,1.4345,65.58,1.2695,3.009,0.8458,0.2184,3.98,0.5202,7.796,3.062,0.16605,5.5235,2.797,1.067,3.789,3.3735,65.36,62.38,2.061,2.447,1.355,4.485,6.9225,8.43,42.07,0.9458
RAPGEF5,7,Psoriasis,ENSG00000136237.14,15.34,13.73,4.216,6.593,14.66,10.78,5.396,13.23,13,14.995,14.45,12.48,21.185,26.66,26.51,12.22,17.55,15.78,135.2,30.795,13.305,2.8215,0.6164,7.081,5.955,4.758,7.0075,5.286,10.8,5.6055,10.18,5.263,2.515,4.788,4.53,31.35,7.264,1.6705,20.39,3.808,6.85,7.422,4.337,8.997,8.728,7.745,28.61,2.9325,8.039,9.3955,7.935,12.54,0.07608
RASA1,5,Seborheic dermatitis,ENSG00000145715.10,29.96,20.49,15.205,26.89,26.46,25.41,27.73,11.06,14.75,10.011,32.7,26.17,17.23,25.05,10.77,14.18,11.18,7.1345,16.67,9.971,27.435,35.29,36.74,27.675,33,19.72,16.005,17.47,17.85,16.19,27.32,8.444,5.541,9.63,5.136,22.99,21.55,6.547,36.295,38.85,7.5015,22.77,18.435,20.96,21.79,19.27,28.575,12.11,33.9,33.15,32.76,24.77,4.782
RASGRP4,19,Skin cancer,ENSG00000171777.11,5.8525,6.323,2.3605,2.927,3.663,1.527,3.17,0.5881,0.396,0.60435,0.57455,0.5978,0.4903,0.4598,0.6341,0.8502,0.5298,0.4348,1.867,1.0795,2.608,1.3495,0.03651,1.762,2.541,2.216,2.1355,3.0075,1.119,2.975,2.653,1.11,0.7501,0.9873,1.063,17.21,1.767,0.64535,4.043,0.933,0.4381,0.833,1.862,1.531,1.87,3.102,47.615,1.6545,0.7568,1.284,2.335,1.943,144.5
RBPMS,8,Photodermatitis & sunburn,ENSG00000157110.11,89.67,61.39,28.08,177.3,162.7,276.5,162.7,1.8365,1.614,2.7,2.349,3.017,2.169,1.594,1.749,2.538,2.213,2.835,2.753,4.075,75.42,1.4265,16.6,115.575,113.3,175.6,51.22,228.5,24.08,238.55,83.46,31.32,28.18,45.85,18.08,53.84,35.93,4.867,53.07,103.2,11,15.29,86.195,13.5,20.74,29.39,25.205,26.165,23.47,82.87,132.2,58.08,0.4192
RBPMS,8,Atopic or contact dermatitis,ENSG00000157110.11,89.67,61.39,28.08,177.3,162.7,276.5,162.7,1.8365,1.614,2.7,2.349,3.017,2.169,1.594,1.749,2.538,2.213,2.835,2.753,4.075,75.42,1.4265,16.6,115.575,113.3,175.6,51.22,228.5,24.08,238.55,83.46,31.32,28.18,45.85,18.08,53.84,35.93,4.867,53.07,103.2,11,15.29,86.195,13.5,20.74,29.39,25.205,26.165,23.47,82.87,132.2,58.08,0.4192
RBPMS,8,Skin cancer,ENSG00000157110.11,89.67,61.39,28.08,177.3,162.7,276.5,162.7,1.8365,1.614,2.7,2.349,3.017,2.169,1.594,1.749,2.538,2.213,2.835,2.753,4.075,75.42,1.4265,16.6,115.575,113.3,175.6,51.22,228.5,24.08,238.55,83.46,31.32,28.18,45.85,18.08,53.84,35.93,4.867,53.07,103.2,11,15.29,86.195,13.5,20.74,29.39,25.205,26.165,23.47,82.87,132.2,58.08,0.4192
REL,2,Acne,ENSG00000162924.9,4.534,6.175,1.732,2.547,2.625,2.562,9.914,0.45,0.4678,0.5956,2.649,2.95,0.5759,0.5942,0.5484,0.6801,0.6188,0.4137,2.1,0.56005,4.1955,29.53,2.763,3.838,3.952,2.394,2.576,2.4065,4.371,2.2255,3.653,1.303,0.6201,1.082,1.491,8.556,4.127,1.0085,3.925,5.679,1.674,3.091,3.0735,7.672,7.989,3.893,4.55,2.294,3.227,4.6245,4.086,5.457,5.637
REL,2,Psoriasis,ENSG00000162924.9,4.534,6.175,1.732,2.547,2.625,2.562,9.914,0.45,0.4678,0.5956,2.649,2.95,0.5759,0.5942,0.5484,0.6801,0.6188,0.4137,2.1,0.56005,4.1955,29.53,2.763,3.838,3.952,2.394,2.576,2.4065,4.371,2.2255,3.653,1.303,0.6201,1.082,1.491,8.556,4.127,1.0085,3.925,5.679,1.674,3.091,3.0735,7.672,7.989,3.893,4.55,2.294,3.227,4.6245,4.086,5.457,5.637
REL,2,Skin cancer,ENSG00000162924.9,4.534,6.175,1.732,2.547,2.625,2.562,9.914,0.45,0.4678,0.5956,2.649,2.95,0.5759,0.5942,0.5484,0.6801,0.6188,0.4137,2.1,0.56005,4.1955,29.53,2.763,3.838,3.952,2.394,2.576,2.4065,4.371,2.2255,3.653,1.303,0.6201,1.082,1.491,8.556,4.127,1.0085,3.925,5.679,1.674,3.091,3.0735,7.672,7.989,3.893,4.55,2.294,3.227,4.6245,4.086,5.457,5.637
REL,2,Seborheic dermatitis,ENSG00000162924.9,4.534,6.175,1.732,2.547,2.625,2.562,9.914,0.45,0.4678,0.5956,2.649,2.95,0.5759,0.5942,0.5484,0.6801,0.6188,0.4137,2.1,0.56005,4.1955,29.53,2.763,3.838,3.952,2.394,2.576,2.4065,4.371,2.2255,3.653,1.303,0.6201,1.082,1.491,8.556,4.127,1.0085,3.925,5.679,1.674,3.091,3.0735,7.672,7.989,3.893,4.55,2.294,3.227,4.6245,4.086,5.457,5.637
RELN,7,Seborheic dermatitis,ENSG00000189056.9,1.148,1.885,0.6246,0.1961,1.817,0.5746,1.446,2.8425,3.877,3.692,174.4,102.9,3.695,4.432,2.737,3.948,4.179,1.9775,2.793,1.1615,2.1715,0.019785,0.5641,1.6035,1.505,1.425,0.7599,2.328,0.5415,2.101,3.204,1.542,0.1721,0.2012,3.596,1.166,1.366,0.1686,38.015,0.4486,0.10015,0.7815,0.9815,1.015,1.099,1.253,0.17585,0.3539,1.773,4.464,0.7406,1.117,0.02341
RELN,7,Atopic or contact dermatitis,ENSG00000189056.9,1.148,1.885,0.6246,0.1961,1.817,0.5746,1.446,2.8425,3.877,3.692,174.4,102.9,3.695,4.432,2.737,3.948,4.179,1.9775,2.793,1.1615,2.1715,0.019785,0.5641,1.6035,1.505,1.425,0.7599,2.328,0.5415,2.101,3.204,1.542,0.1721,0.2012,3.596,1.166,1.366,0.1686,38.015,0.4486,0.10015,0.7815,0.9815,1.015,1.099,1.253,0.17585,0.3539,1.773,4.464,0.7406,1.117,0.02341
REV3L,6,Psoriasis,ENSG00000009413.11,22.87,14.9,7.5025,9.647,11.33,14.57,19.78,4.5105,4.614,4.139,32.37,33.5,5.4765,5.233,4.244,5.72,5,3.086,4.616,3.781,15.99,14.43,50.02,29.965,34.83,17.81,8.721,14.565,5.533,14.355,22.97,4.667,2.901,2.876,2.451,12.82,7.487,9.405,9.6805,10.4,3.6295,11.68,10.53,9.214,11.41,7.676,5.306,6.223,9.935,12.385,45.72,14.23,1.058
RFC3,13,Psoriasis,ENSG00000133119.8,8.0875,5.841,13.505,4.889,6.031,5.415,6.133,2.561,2.54,1.764,12.285,8.417,2.1795,3.312,2.436,3.244,2.209,1.509,4.07,2.1675,9.161,55.475,9.366,8.768,8.532,4.68,4.999,4.844,7.944,4.4455,8.169,2.799,1.996,2.403,1.833,7.088,6.374,1.8625,9.2635,10.52,2.97,4.495,5.93,6.694,7.368,6.123,7.931,4.45,14.98,7.3945,10.1,7.985,1.123
RFTN1,3,Psoriasis,ENSG00000131378.9,57.66,46.11,6.5065,70.71,28.91,37.07,15.07,4.6555,9.38,2.608,4.9195,7.641,17.225,20.25,5.87,7.381,2.467,2.685,5.838,4.648,37.015,162.7,52.18,36.485,41.78,12.72,10.805,33.295,7.201,44.66,35.02,14.25,13.62,9.432,8.937,57.09,9.994,7.7525,67.265,41.31,1.9425,7.087,17.05,13.22,17.88,18.56,44.855,8.161,12.03,75.8,44.86,14.84,7.783
RGL1,1,Psoriasis,ENSG00000143344.11,30.56,34.91,19.165,17.96,20.28,14.33,24.32,19.535,22.44,23.695,28.41,25.82,25.465,30.93,20.65,17.6,26.96,17.325,18.46,16.075,24.97,15.56,27.36,18.15,28,20.2,11.275,27.22,5.292,23.345,32.31,9.984,6.186,12.9,3.1,32.96,11.87,1.824,62.74,35.89,2.965,13.86,16.445,12.28,14.53,12.62,57.73,4.4445,25.56,19.39,23.3,16.31,1.688
RHOD,11,Psoriasis,ENSG00000173156.2,12.815,18.07,2.4695,52.73,46.92,28.64,14.54,2.034,1.846,1.7965,5.6545,5.575,1.2085,1.044,1.257,1.452,2.102,1.339,1.305,1.1285,21.225,0.5745,17.61,25.915,21.12,13.63,5.928,19.44,196.5,19.7,24.1,24.26,26.37,17.15,55.3,15.59,18.95,12.58,12.69,21.79,19.91,24.65,29.86,71.36,77.83,8.061,3.664,16.59,10.49,42.61,22.99,78.3,0.2057
RHOU,1,Skin cancer,ENSG00000116574.4,22.64,49.31,14.585,46.72,38.06,24.84,47.77,29.775,14.22,26.29,6.3205,8.243,17.59,16.23,36.97,21.42,16.67,32.815,86.55,35.22,32.495,0.8902,1.603,32.4,52.55,23.99,21.69,30.28,4.98,27.48,46.08,10.61,1.992,5.724,16.91,29.6,32.66,21.305,25.21,48.71,9.4285,13.91,34.97,9.396,11.11,25.01,27.86,28.15,23.68,31.695,24.22,16.97,3.791
RIMS1,6,Acne,ENSG00000079841.14,0.2146,0.09985,0.026095,0.6228,0.08945,0.9699,0.1029,15.225,21.17,7.0735,98.055,63.02,21.85,26.97,11.89,5.47,7.289,5.681,2.591,3.6265,0.09654,0.02161,0.05072,0.02526,0.08984,0.2942,0.1021,1.2825,0.1364,4.4625,0.07997,0.01979,0.04259,0.01938,0.007824,0.2867,0.3918,0.085975,0.13,0.04232,0.22125,3.801,0.3761,0.1171,0.1977,0.1839,0.01193,0.3454,2.751,0.051765,0.03055,0.02848,0.008794
RIN2,20,Atopic or contact dermatitis,ENSG00000132669.8,34.73,26.33,13.06,25.42,26.05,21.88,24.17,10.585,9.48,11.955,3.2515,4.503,10.23,8.898,10.1,9.853,10.22,9.892,13.88,11.775,31.405,0.12585,32.88,35.305,42.67,16.73,16.05,19.51,24.18,16.815,24.21,11.64,10.25,13.42,3.483,45.56,28.94,5.6875,24.165,21.63,8.661,12.34,26.04,28.3,32.32,18.75,21.38,11.89,3.504,30.15,33.23,34.52,2.076
RIT2,18,Skin cancer,ENSG00000152214.8,0,0,0,0,0,0,0,4.5495,9.49,9.2895,96.025,73.02,16.31,25.17,5.326,17.77,18.35,5.0595,3.061,3.924,0,0,0,0.03885,0,0.3484,0.084485,0,0,0,0,0,0,0,0,0,0,0,0.03911,0,0,0.5765,0.03221,0,0,0.03252,0,0,0.3032,0,0,0,0
RNASET2,6,Atopic or contact dermatitis,ENSG00000026297.11,21.11,25.94,14.645,22.07,22.43,13.67,31.94,21.085,15.14,20.66,8.6905,8.057,14.285,15.47,19.5,24.14,19.47,15.325,53.66,27.385,20.41,210.55,21.69,29.39,47.94,18.55,36.03,11.875,17.52,11.18,37.63,8.707,3.77,11.15,8.317,43,39.16,1.9745,41.04,35.73,16.465,26.18,43.46,21.56,19.52,45.63,199.95,38.76,14.77,51.325,24.67,34.56,193.2
RNF213,17,Skin cancer,ENSG00000173821.15,21.47,17.4,27.095,21.7,21.51,16.95,22.92,4.5575,3.981,5.649,3.707,5.762,5.333,4.683,5.01,5.242,5.454,4.875,15.7,7.4765,19.355,53.14,30.21,18.72,20.04,20.11,16.885,19.845,16.03,19.645,20.45,6.588,4.61,26.05,8.163,40.56,15.51,6.94,29.215,21.35,6.998,12.08,21.625,13.97,13.7,27.58,52.13,15.06,5.693,36.165,25.14,20.01,25.25
RNF5P1,8,Skin cancer,ENSG00000253570.1,2.0645,1.74,2.7875,2.516,2.495,3.576,1.816,1.8865,1.811,1.7845,2.633,2.003,1.8,1.945,1.861,1.375,1.959,1.638,3.95,1.732,2.3005,3.303,1.139,2.6285,2.412,2.438,2.384,2.575,1.441,2.4845,2.183,1.736,1.55,2.288,1.933,2.396,1.5,1.8325,3.9195,3.134,1.2345,0.8743,2.006,2.05,2.123,2.27,1.5715,1.8895,1.579,2.6765,2.56,2.172,1.18
RORA,15,Atopic or contact dermatitis,ENSG00000069667.11,10.175,7.742,30.025,8.354,9.271,9.418,8.494,2.631,3.09,2.9665,11.89,16.02,3.737,4.05,1.906,2.875,3.062,2.4245,3.874,3.1625,8.397,8.4715,4.7,12.425,12.06,9.055,5.0155,11.78,9.839,10.97,7.066,3.971,2.221,3.67,8.363,13.54,7.324,23.625,5.609,12.7,4.9015,8.183,7.4475,78.53,83.36,7.318,6.4385,4.167,9.712,11.815,10.75,10.86,2.005
RORA,15,Acne,ENSG00000069667.11,10.175,7.742,30.025,8.354,9.271,9.418,8.494,2.631,3.09,2.9665,11.89,16.02,3.737,4.05,1.906,2.875,3.062,2.4245,3.874,3.1625,8.397,8.4715,4.7,12.425,12.06,9.055,5.0155,11.78,9.839,10.97,7.066,3.971,2.221,3.67,8.363,13.54,7.324,23.625,5.609,12.7,4.9015,8.183,7.4475,78.53,83.36,7.318,6.4385,4.167,9.712,11.815,10.75,10.86,2.005
RPL21,13,Psoriasis,ENSG00000122026.6,903.75,859.7,476.95,975.8,982,1112,964.6,387.2,306,318.55,619.15,578.9,297.65,319,369.7,367.9,484.4,313.2,559.2,462.25,1041.5,1650.5,1278,1209,1301,1039,687.45,980.8,743.9,887.55,1048,417.6,268.5,430.8,245.5,836.8,714.5,488.4,962.3,2167,584.15,736.8,835.35,1137,1065,713.8,1076,616.65,269.1,826.9,1277,1105,222.8
RPS6KA4,11,Acne,ENSG00000162302.8,29.005,27.17,20.26,33.49,35.65,32.28,33.68,20.62,30.42,25.95,123.55,129.7,37.07,34.19,15.53,20.96,30.96,22.49,23.86,17.875,25.74,25.435,43.94,32.87,31.5,27.41,27.59,24.475,48.94,26.08,31.64,11.79,10.17,15.99,9.252,39.29,22.99,12.37,36.945,19.34,9.369,13.9,28.255,40.92,42.79,30.32,51.405,21.71,8.944,26.24,33.97,32.25,19.29
RPS6KA4,11,Photodermatitis & sunburn,ENSG00000162302.8,29.005,27.17,20.26,33.49,35.65,32.28,33.68,20.62,30.42,25.95,123.55,129.7,37.07,34.19,15.53,20.96,30.96,22.49,23.86,17.875,25.74,25.435,43.94,32.87,31.5,27.41,27.59,24.475,48.94,26.08,31.64,11.79,10.17,15.99,9.252,39.29,22.99,12.37,36.945,19.34,9.369,13.9,28.255,40.92,42.79,30.32,51.405,21.71,8.944,26.24,33.97,32.25,19.29
RREB1,6,Photodermatitis & sunburn,ENSG00000124782.15,20.61,16.62,17.64,10.13,11.9,11.7,20.84,1.215,1.314,1.356,0.6885,1.205,1.5115,1.091,1.105,1.455,1.424,1.0835,2.129,1.6685,20.83,16.77,11.14,19.495,20.27,12.86,15.875,12.805,36.95,12.235,19.58,6.849,5.592,7.873,12.89,19.66,21.48,11.79,17.125,19.41,8.964,12.37,16.35,26.31,27.43,18.71,20.655,12.325,22.63,27.175,17.97,26.46,3.894
RSPH6A,19,Atopic or contact dermatitis,ENSG00000104941.3,0.016575,0.01461,0.01542,0.02795,0.02135,0.02261,0,0.0234,0.02233,0.021755,0.030605,0.02402,0.019765,0.0281,0.019,0.03697,0.03368,0.02006,0.02428,0.020815,0.021705,0.02833,0.01872,0.05216,0.04761,0.01652,0.015505,0.020445,0.01757,0.01856,0.1042,0.01309,0.01153,0.02114,0.01358,0.02275,0.02016,0.088655,0.038075,0.04342,0,0.05809,0.04831,0.03252,0.03258,0.01559,0.01382,0.01632,67.36,4.5635,0.03108,0.02123,0.01099
RTEL1,20,Seborheic dermatitis,ENSG00000258366.3,17.83,16.11,17.425,30.78,26.1,25.92,22.21,5.837,8.706,9.8745,54.135,64.85,17.46,12.63,6.874,11.4,11.47,8.365,8.014,6.1115,19.51,10.74,15.87,33.385,32.66,27.15,18.44,23.07,11.79,19.845,30.38,6.715,4.471,12.9,7.72,24.7,14.73,5.9215,27.005,27.72,8.03,56.79,28.02,13.78,13.32,18,26.02,13.8,32.68,35.525,40.15,23.67,5.284
RUNX3,1,Psoriasis,ENSG00000020633.14,3.4655,4.574,1.1105,3.24,2.41,4.332,2.898,0.4846,0.3614,0.62265,0.263,0.3719,0.4293,0.3894,0.5221,0.7191,0.4161,0.6441,1.603,0.9099,4.454,158.45,2.765,2.586,3.71,0.8314,3.553,1.1775,3.154,1.211,3.334,0.7639,0.3198,0.8288,1.346,15.67,6.167,0.24835,1.441,0.4948,0.39005,0.9866,2.7835,13.7,16.78,12.51,55.94,2.673,4.998,2.3625,1.766,2.386,33.3
RXRG,1,Skin cancer,ENSG00000143171.8,1.7475,3.152,0.29945,0.343,1.666,0.7696,1.328,6.8895,7.691,16.095,0.6292,0.8881,7.7885,6.766,4.291,11.97,16.5,14.42,16.71,5.3665,1.468,0.01213,0.025,2.425,2.81,4.186,1.773,5.1495,0.6304,4.7895,1.612,2.45,1.811,0.1552,0.1771,2.739,0.749,16.385,21.31,1.106,0.64605,44.1,1.3635,1.316,1.375,1.114,0.5014,0.6549,1.95,1.5035,0.7589,2.687,0.02269
RYR2,1,Photodermatitis & sunburn,ENSG00000198626.11,1.184,0.6728,0.068395,12.08,11.22,17.7,3.922,2.2075,3.752,6.587,27.7,27.89,8.89,9.926,3.725,2.256,10.39,5.0735,1.412,1.3195,0.5184,0.032755,0.02102,1.2292,1.534,3.577,1.0735,8.2635,0.6271,12.6,1.302,79.58,88.6,0.06271,0.0688,4.249,0.7845,0.090325,0.4847,4.301,2.0655,4.332,2.269,0.3204,0.563,0.2758,1.2015,1.252,2.633,5.056,1.728,0.9516,0.05513
SAFB2,19,Atopic or contact dermatitis,ENSG00000130254.7,36.735,35.95,40.48,45.29,42.04,46.89,48.48,26.715,31.31,31.175,98.83,99.93,40.195,40.76,26.32,34.31,34.67,25.96,34.83,28.95,39.305,39.31,29.87,62.79,77.49,50.68,36.23,50.835,27.57,48.215,73.55,23.53,15.84,41.45,19.81,47.77,34.64,23.58,64.19,102.3,17.585,79.66,74.355,34.97,35.04,41.08,59.25,28.84,64.74,72.45,83.68,61.29,22.85
SALL1,16,Psoriasis,ENSG00000103449.7,0.4488,0.03389,0.035125,0.03403,0.1055,0.03127,5.932,9.809,7.9,9.49,1.7925,2.526,8.799,7.372,9.522,7.666,8.512,7.8465,35.34,13.13,0.3687,0.01528,5.517,31.985,42.32,0.03163,2.004,0.03054,0.3461,0.02918,14.12,0.4618,0.02259,19.93,20.1,0.02237,0.3278,0.01857,0.59295,6.488,0.39635,11.69,1.1035,0.1025,0.1988,1.503,0.031665,1.4035,2.669,45.96,23.38,12.57,0.01488
SCG3,15,Seborheic dermatitis,ENSG00000104112.4,0.1971,0.2262,0.2302,0.08531,0.1564,0.1057,0.09503,76.47,121.9,58.005,87.82,115.4,135.75,165.7,61.48,75.32,64.65,65.55,34.6,39.36,0.18755,0.08398,0.06371,0.122,0.07568,3.17,1.439,0.72685,0.1466,0.679,0.2566,0.08636,0.04625,0.07338,0.04056,0.2662,0.1224,0.061065,0.2996,0.09795,3.8675,74.25,0.17145,0.1893,0.1922,1.005,0.0911,1.604,3.406,0.8703,0.1155,0.1537,0.04889
SCN5A,3,Seborheic dermatitis,ENSG00000183873.11,0.26405,0.2195,0.10105,1.833,0.4881,0.798,1.67,0.33295,0.3124,0.20425,0.1733,0.1964,0.67495,0.5222,0.1127,0.827,0.2486,0.16565,0.08857,0.1117,0.46785,0.03141,0.08576,3.048,2.904,0.76,0.34625,0.31655,0.1425,0.38535,0.3998,35.91,36.02,0.05904,0.01736,0.1555,0.155,0.4611,2.734,1.542,0.04642,0.4769,0.981,0.2709,0.2815,0.261,0.18135,0.20555,0.7537,0.4207,0.8515,1.895,0.1233
SCN5A,3,Skin cancer,ENSG00000183873.11,0.26405,0.2195,0.10105,1.833,0.4881,0.798,1.67,0.33295,0.3124,0.20425,0.1733,0.1964,0.67495,0.5222,0.1127,0.827,0.2486,0.16565,0.08857,0.1117,0.46785,0.03141,0.08576,3.048,2.904,0.76,0.34625,0.31655,0.1425,0.38535,0.3998,35.91,36.02,0.05904,0.01736,0.1555,0.155,0.4611,2.734,1.542,0.04642,0.4769,0.981,0.2709,0.2815,0.261,0.18135,0.20555,0.7537,0.4207,0.8515,1.895,0.1233
SEL1L3,4,Atopic or contact dermatitis,ENSG00000091490.6,6.2265,9.379,3.794,3.785,4.362,1.902,26.8,4.053,6.885,6.7615,80.775,67.52,6.5295,6.989,3.497,3.688,5.017,4.3185,2.411,1.971,6.266,64.24,5.542,2.297,5.087,3.676,28.01,3.278,4.063,3.216,7.748,1.754,1.191,6.297,2.279,28.7,50.86,0.7046,6.462,4.985,17.43,5.187,8.121,2.401,2.855,53.59,73.94,37.605,3.24,12.41,2.763,2.84,12.84
SEL1L3,4,Psoriasis,ENSG00000091490.6,6.2265,9.379,3.794,3.785,4.362,1.902,26.8,4.053,6.885,6.7615,80.775,67.52,6.5295,6.989,3.497,3.688,5.017,4.3185,2.411,1.971,6.266,64.24,5.542,2.297,5.087,3.676,28.01,3.278,4.063,3.216,7.748,1.754,1.191,6.297,2.279,28.7,50.86,0.7046,6.462,4.985,17.43,5.187,8.121,2.401,2.855,53.59,73.94,37.605,3.24,12.41,2.763,2.84,12.84
SEMA6A,5,Psoriasis,ENSG00000092421.12,11.54,9.593,43.13,1.997,4.422,2.574,6.327,8.191,5.19,8.2775,14.585,14.72,6.859,6.82,10.25,11.71,7.028,8.7315,35.47,12.46,13.085,7.139,0.3738,10.136,9.708,13.48,14.95,7.255,3.237,5.305,9.783,2.167,1.825,5.293,1.716,17.65,3.289,1.421,13.43,10.91,4.2875,5.531,5.743,5.809,6.154,13.95,10.12,2.683,7.799,11.1,8.292,8.656,0.2209
SGPP1,14,Atopic or contact dermatitis,ENSG00000126821.7,16.055,13.03,17.535,16.9,17.01,16.82,12.01,10.0985,12.05,10.81,25.565,19.06,9.852,16.86,11.98,14.34,12.99,8.506,27.35,12.665,13.065,37.65,24.3,13.855,16.77,12,11.375,12.27,7.839,11.74,14.55,4.757,2.907,14.49,14.37,15.56,8.122,3.5575,20.215,13.37,9.5615,11.64,15.645,6.074,6.958,13.14,18.815,7.251,14.04,14.17,17.18,15.09,2.637
SGSM2,17,Skin cancer,ENSG00000141258.8,35.39,34.46,38.425,50.71,49.45,45.01,67.15,87.74,114.2,72.935,64.94,73.17,120.9,102.7,66.34,68.45,111.4,58.865,22.63,32.52,53.16,27.36,31.36,59.68,73.86,65.02,36.49,53.89,50.5,52.065,54.22,22.53,14,37.66,14.86,59.07,62.48,14.115,46.36,58.31,16.395,174.4,111.45,49.68,49.35,49.25,66.65,40.09,54.71,91.58,64.69,60.72,17.25
SH2B3,12,Psoriasis,ENSG00000111252.6,31.6,33.65,13.44,22.75,26.97,16.87,14.8,6.031,6.242,5.2955,5.4945,5.945,7.746,7.266,5.948,6.273,5.328,4.5835,11.79,6.2335,23.67,44.145,32.23,15.32,23.31,14.28,13.825,13.925,5.111,13.85,17.85,14.03,14.63,9.959,8.414,41.31,8.052,7.0385,20.445,10.53,5.288,15.27,13.655,5.879,6.882,17.56,59.67,6.9295,16.96,26.035,20.09,11.85,16.26
SH2D6,2,Seborheic dermatitis,ENSG00000152292.12,0.097145,0.09278,0.13325,0.08832,0.08891,0.07384,0.254,0.61305,0.4457,0.7014,1.8685,1.975,0.5761,0.4543,0.8047,0.6444,0.557,0.69505,1.31,0.9228,0.11635,0.1428,0.2232,0.084,0.1352,0.1592,4.0965,0.090315,0.04856,0.084495,0.1198,0.07037,0.02614,0.4165,0.2936,0.2805,0.09137,0.07513,0.3614,0.1756,1.2415,1.217,0.35045,0.05671,0.05826,4.239,0.09687,0.6622,13.23,4.0315,0.116,0.1047,0.03172
SHB,9,Psoriasis,ENSG00000107338.8,13.03,18.54,9.2815,25.39,16.32,19.02,28.17,4.3385,3.822,9.404,1.4795,2.132,4.9195,4.887,5.893,6.481,9.02,8.4605,12.82,6.6105,17.885,4.1195,10.21,11.77,11.62,19,13.24,11.99,35.2,12.555,14.42,21.1,8.032,18.94,21.12,24.51,34.31,4.277,14.5,8.529,13.685,27.07,27.54,25.79,28.14,10.9,10.79,12.55,10.11,19.07,14.23,28.36,1.387
SHC4,15,Skin cancer,ENSG00000185634.7,0.27515,0.3577,0.35035,10.23,14.12,4.839,0.6059,3.8315,2.311,3.868,1.023,1.493,2.8075,2.792,4.511,3.51,3.116,4.2395,10.57,5.7365,0.4252,0.19585,0.4977,0.84075,1.158,3.452,0.9108,1.65,0.2383,1.6285,1.818,1.903,0.6082,0.1483,0.0452,0.2154,1.589,0.14355,41.73,0.3128,0.074435,1.138,0.70655,0.6917,0.7836,0.3455,0.1463,0.2631,12.58,0.28885,0.4185,0.801,0.01216
