STATE,STATENAME,ST_CASE,VEH_NO,MDRDSTRD,MDRDSTRDNAME
1,Alabama,10390,1,96,Not Reported
1,Alabama,10390,2,96,Not Reported
1,Alabama,10390,3,96,Not Reported
1,Alabama,10390,4,96,Not Reported
1,Alabama,10390,5,96,Not Reported
1,Alabama,10391,1,99,Reported as Unknown if Distracted
1,Alabama,10392,1,6,While Manipulating Mobile Phone
1,Alabama,10392,2,96,Not Reported
1,Alabama,10392,3,96,Not Reported
1,Alabama,10393,1,92,"Distraction (Distracted), Details Unknown"
1,Alabama,10394,1,96,Not Reported
1,Alabama,10395,1,96,Not Reported
1,Alabama,10395,2,96,Not Reported
1,Alabama,10396,1,96,Not Reported
1,Alabama,10397,1,99,Reported as Unknown if Distracted
1,Alabama,10398,1,99,Reported as Unknown if Distracted
1,Alabama,10399,1,99,Reported as Unknown if Distracted
1,Alabama,10400,1,99,Reported as Unknown if Distracted
1,Alabama,10401,1,99,Reported as Unknown if Distracted
1,Alabama,10402,1,99,Reported as Unknown if Distracted
1,Alabama,10403,1,99,Reported as Unknown if Distracted
1,Alabama,10404,1,99,Reported as Unknown if Distracted
1,Alabama,10404,2,99,Reported as Unknown if Distracted
1,Alabama,10404,3,99,Reported as Unknown if Distracted
1,Alabama,10405,1,99,Reported as Unknown if Distracted
1,Alabama,10405,2,99,Reported as Unknown if Distracted
1,Alabama,10406,1,99,Reported as Unknown if Distracted
1,Alabama,10406,2,99,Reported as Unknown if Distracted
1,Alabama,10407,1,96,Not Reported
1,Alabama,10408,1,99,Reported as Unknown if Distracted
1,Alabama,10409,1,99,Reported as Unknown if Distracted
1,Alabama,10410,1,99,Reported as Unknown if Distracted
1,Alabama,10410,2,0,Not Distracted
1,Alabama,10411,1,96,Not Reported
1,Alabama,10412,1,96,Not Reported
1,Alabama,10412,2,96,Not Reported
1,Alabama,10412,3,96,Not Reported
1,Alabama,10413,1,99,Reported as Unknown if Distracted
1,Alabama,10414,1,96,Not Reported
1,Alabama,10415,1,99,Reported as Unknown if Distracted
1,Alabama,10416,1,99,Reported as Unknown if Distracted
1,Alabama,10417,1,3,By Other Occupant(s)
1,Alabama,10417,2,96,Not Reported
1,Alabama,10418,1,99,Reported as Unknown if Distracted
1,Alabama,10419,1,96,Not Reported
1,Alabama,10419,2,96,Not Reported
1,Alabama,10420,1,99,Reported as Unknown if Distracted
1,Alabama,10420,2,16,No Driver Present/Unknown if Driver present
1,Alabama,10420,3,16,No Driver Present/Unknown if Driver present
1,Alabama,10421,1,96,Not Reported
1,Alabama,10421,2,0,Not Distracted
1,Alabama,10422,1,99,Reported as Unknown if Distracted
1,Alabama,10423,1,96,Not Reported
1,Alabama,10423,2,96,Not Reported
1,Alabama,10424,1,99,Reported as Unknown if Distracted
1,Alabama,10424,2,96,Not Reported
1,Alabama,10425,1,99,Reported as Unknown if Distracted
1,Alabama,10426,1,99,Reported as Unknown if Distracted
1,Alabama,10427,1,15,Other Mobile Phone Related
1,Alabama,10427,2,0,Not Distracted
1,Alabama,10428,1,98,Other Distraction [Specify:]
1,Alabama,10429,1,99,Reported as Unknown if Distracted
1,Alabama,10430,1,99,Reported as Unknown if Distracted
1,Alabama,10430,2,96,Not Reported
1,Alabama,10430,3,96,Not Reported
1,Alabama,10431,1,92,"Distraction (Distracted), Details Unknown"
1,Alabama,10432,1,99,Reported as Unknown if Distracted
1,Alabama,10433,1,99,Reported as Unknown if Distracted
1,Alabama,10434,1,96,Not Reported
1,Alabama,10434,2,0,Not Distracted
1,Alabama,10435,1,0,Not Distracted
1,Alabama,10436,1,96,Not Reported
1,Alabama,10436,2,96,Not Reported
1,Alabama,10437,1,99,Reported as Unknown if Distracted
1,Alabama,10438,1,99,Reported as Unknown if Distracted
1,Alabama,10439,1,99,Reported as Unknown if Distracted
1,Alabama,10440,1,96,Not Reported
1,Alabama,10440,2,96,Not Reported
1,Alabama,10441,1,99,Reported as Unknown if Distracted
1,Alabama,10441,2,96,Not Reported
1,Alabama,10442,1,96,Not Reported
1,Alabama,10443,1,99,Reported as Unknown if Distracted
1,Alabama,10444,1,99,Reported as Unknown if Distracted
1,Alabama,10445,1,99,Reported as Unknown if Distracted
1,Alabama,10445,2,96,Not Reported
1,Alabama,10446,1,99,Reported as Unknown if Distracted
1,Alabama,10447,1,99,Reported as Unknown if Distracted
1,Alabama,10448,1,99,Reported as Unknown if Distracted
1,Alabama,10448,2,99,Reported as Unknown if Distracted
1,Alabama,10449,1,99,Reported as Unknown if Distracted
1,Alabama,10449,2,0,Not Distracted
1,Alabama,10450,1,96,Not Reported
1,Alabama,10451,1,99,Reported as Unknown if Distracted
1,Alabama,10451,2,96,Not Reported
1,Alabama,10452,1,99,Reported as Unknown if Distracted
1,Alabama,10453,1,96,Not Reported
1,Alabama,10454,1,96,Not Reported
1,Alabama,10454,2,96,Not Reported
1,Alabama,10454,3,0,Not Distracted
1,Alabama,10455,1,96,Not Reported
1,Alabama,10456,1,96,Not Reported
1,Alabama,10456,2,96,Not Reported
1,Alabama,10457,1,96,Not Reported
1,Alabama,10457,2,96,Not Reported
1,Alabama,10458,1,99,Reported as Unknown if Distracted
1,Alabama,10459,1,99,Reported as Unknown if Distracted
1,Alabama,10459,2,99,Reported as Unknown if Distracted
1,Alabama,10460,1,99,Reported as Unknown if Distracted
1,Alabama,10460,2,99,Reported as Unknown if Distracted
1,Alabama,10461,1,96,Not Reported
1,Alabama,10462,1,99,Reported as Unknown if Distracted
1,Alabama,10462,2,99,Reported as Unknown if Distracted
1,Alabama,10463,1,96,Not Reported
1,Alabama,10464,1,99,Reported as Unknown if Distracted
1,Alabama,10465,1,0,Not Distracted
1,Alabama,10466,1,16,No Driver Present/Unknown if Driver present
1,Alabama,10466,2,96,Not Reported
1,Alabama,10466,3,16,No Driver Present/Unknown if Driver present
1,Alabama,10467,1,96,Not Reported
1,Alabama,10467,2,96,Not Reported
1,Alabama,10468,1,99,Reported as Unknown if Distracted
1,Alabama,10468,2,99,Reported as Unknown if Distracted
1,Alabama,10469,1,0,Not Distracted
1,Alabama,10470,1,96,Not Reported
1,Alabama,10470,2,96,Not Reported
1,Alabama,10470,3,96,Not Reported
1,Alabama,10471,1,99,Reported as Unknown if Distracted
1,Alabama,10472,1,99,Reported as Unknown if Distracted
1,Alabama,10473,1,99,Reported as Unknown if Distracted
1,Alabama,10473,2,0,Not Distracted
1,Alabama,10474,1,99,Reported as Unknown if Distracted
1,Alabama,10474,2,96,Not Reported
1,Alabama,10475,1,96,Not Reported
1,Alabama,10476,1,0,Not Distracted
1,Alabama,10477,1,96,Not Reported
1,Alabama,10478,1,96,Not Reported
1,Alabama,10478,2,0,Not Distracted
1,Alabama,10479,1,92,"Distraction (Distracted), Details Unknown"
1,Alabama,10480,1,99,Reported as Unknown if Distracted
1,Alabama,10480,2,0,Not Distracted
1,Alabama,10480,3,96,Not Reported
1,Alabama,10481,1,13,Eating or Drinking
1,Alabama,10482,1,96,Not Reported
1,Alabama,10482,2,0,Not Distracted
1,Alabama,10482,3,96,Not Reported
1,Alabama,10483,1,96,Not Reported
1,Alabama,10484,1,96,Not Reported
1,Alabama,10484,2,96,Not Reported
1,Alabama,10485,1,96,Not Reported
1,Alabama,10486,1,99,Reported as Unknown if Distracted
1,Alabama,10486,2,99,Reported as Unknown if Distracted
1,Alabama,10487,1,96,Not Reported
1,Alabama,10487,2,96,Not Reported
1,Alabama,10488,1,96,Not Reported
1,Alabama,10489,1,0,Not Distracted
1,Alabama,10489,2,0,Not Distracted
1,Alabama,10490,1,99,Reported as Unknown if Distracted
1,Alabama,10491,1,96,Not Reported
1,Alabama,10492,1,99,Reported as Unknown if Distracted
1,Alabama,10492,2,99,Reported as Unknown if Distracted
1,Alabama,10493,1,99,Reported as Unknown if Distracted
1,Alabama,10493,2,96,Not Reported
1,Alabama,10494,1,99,Reported as Unknown if Distracted
1,Alabama,10495,1,99,Reported as Unknown if Distracted
1,Alabama,10496,1,99,Reported as Unknown if Distracted
1,Alabama,10497,1,99,Reported as Unknown if Distracted
1,Alabama,10497,2,96,Not Reported
1,Alabama,10498,1,99,Reported as Unknown if Distracted
1,Alabama,10499,1,96,Not Reported
1,Alabama,10500,1,96,Not Reported
1,Alabama,10501,1,99,Reported as Unknown if Distracted
1,Alabama,10502,1,96,Not Reported
1,Alabama,10502,2,96,Not Reported
1,Alabama,10503,1,99,Reported as Unknown if Distracted
1,Alabama,10504,1,0,Not Distracted
1,Alabama,10505,1,99,Reported as Unknown if Distracted
1,Alabama,10506,1,96,Not Reported
1,Alabama,10506,2,99,Reported as Unknown if Distracted
1,Alabama,10506,3,99,Reported as Unknown if Distracted
1,Alabama,10507,1,99,Reported as Unknown if Distracted
1,Alabama,10507,2,96,Not Reported
1,Alabama,10508,1,0,Not Distracted
1,Alabama,10509,1,10,While Using or Reaching for Device/Object Brought into Vehicle
1,Alabama,10509,2,0,Not Distracted
1,Alabama,10511,1,96,Not Reported
1,Alabama,10511,2,99,Reported as Unknown if Distracted
1,Alabama,10512,1,99,Reported as Unknown if Distracted
1,Alabama,10512,2,0,Not Distracted
1,Alabama,10513,1,96,Not Reported
1,Alabama,10514,1,0,Not Distracted
1,Alabama,10515,1,99,Reported as Unknown if Distracted
1,Alabama,10515,2,96,Not Reported
1,Alabama,10515,3,0,Not Distracted
1,Alabama,10516,1,0,Not Distracted
1,Alabama,10518,1,96,Not Reported
1,Alabama,10519,1,99,Reported as Unknown if Distracted
1,Alabama,10519,2,96,Not Reported
1,Alabama,10520,1,96,Not Reported
1,Alabama,10520,2,96,Not Reported
1,Alabama,10521,1,96,Not Reported
1,Alabama,10522,1,96,Not Reported
1,Alabama,10522,2,96,Not Reported
1,Alabama,10523,1,96,Not Reported
1,Alabama,10523,2,0,Not Distracted
1,Alabama,10524,1,99,Reported as Unknown if Distracted
1,Alabama,10524,2,96,Not Reported
1,Alabama,10524,3,0,Not Distracted
1,Alabama,10525,1,96,Not Reported
1,Alabama,10525,2,96,Not Reported
1,Alabama,10526,1,96,Not Reported
1,Alabama,10527,1,96,Not Reported
1,Alabama,10528,1,96,Not Reported
1,Alabama,10528,2,96,Not Reported
1,Alabama,10529,1,99,Reported as Unknown if Distracted
1,Alabama,10529,2,96,Not Reported
1,Alabama,10530,1,0,Not Distracted
1,Alabama,10531,1,99,Reported as Unknown if Distracted
1,Alabama,10532,1,0,Not Distracted
1,Alabama,10532,2,0,Not Distracted
1,Alabama,10532,3,16,No Driver Present/Unknown if Driver present
1,Alabama,10532,4,0,Not Distracted
1,Alabama,10532,5,0,Not Distracted
1,Alabama,10533,1,96,Not Reported
1,Alabama,10534,1,96,Not Reported
1,Alabama,10535,1,99,Reported as Unknown if Distracted
1,Alabama,10536,1,96,Not Reported
1,Alabama,10537,1,99,Reported as Unknown if Distracted
1,Alabama,10537,2,96,Not Reported
1,Alabama,10537,3,96,Not Reported
1,Alabama,10537,4,96,Not Reported
1,Alabama,10538,1,16,No Driver Present/Unknown if Driver present
1,Alabama,10538,2,0,Not Distracted
1,Alabama,10539,1,96,Not Reported
1,Alabama,10540,1,15,Other Mobile Phone Related
1,Alabama,10540,2,0,Not Distracted
1,Alabama,10541,1,96,Not Reported
1,Alabama,10542,1,96,Not Reported
1,Alabama,10543,1,99,Reported as Unknown if Distracted
1,Alabama,10543,2,96,Not Reported
1,Alabama,10544,1,99,Reported as Unknown if Distracted
1,Alabama,10545,1,96,Not Reported
1,Alabama,10546,1,99,Reported as Unknown if Distracted
1,Alabama,10546,2,96,Not Reported
1,Alabama,10547,1,96,Not Reported
1,Alabama,10547,2,0,Not Distracted
1,Alabama,10548,1,96,Not Reported
1,Alabama,10548,2,96,Not Reported
1,Alabama,10549,1,96,Not Reported
1,Alabama,10549,2,96,Not Reported
1,Alabama,10549,3,96,Not Reported
1,Alabama,10550,1,99,Reported as Unknown if Distracted
1,Alabama,10550,2,96,Not Reported
1,Alabama,10551,1,0,Not Distracted
1,Alabama,10552,1,96,Not Reported
1,Alabama,10552,2,96,Not Reported
1,Alabama,10552,3,96,Not Reported
1,Alabama,10553,1,96,Not Reported
1,Alabama,10554,1,99,Reported as Unknown if Distracted
1,Alabama,10555,1,0,Not Distracted
1,Alabama,10555,2,96,Not Reported
1,Alabama,10556,1,99,Reported as Unknown if Distracted
1,Alabama,10557,1,96,Not Reported
1,Alabama,10557,2,96,Not Reported
1,Alabama,10558,1,99,Reported as Unknown if Distracted
1,Alabama,10559,1,96,Not Reported
1,Alabama,10559,2,96,Not Reported
1,Alabama,10560,1,96,Not Reported
1,Alabama,10560,2,96,Not Reported
1,Alabama,10561,1,99,Reported as Unknown if Distracted
1,Alabama,10561,2,96,Not Reported
1,Alabama,10561,3,0,Not Distracted
1,Alabama,10562,1,96,Not Reported
1,Alabama,10563,1,99,Reported as Unknown if Distracted
1,Alabama,10564,1,99,Reported as Unknown if Distracted
1,Alabama,10565,1,99,Reported as Unknown if Distracted
1,Alabama,10566,1,99,Reported as Unknown if Distracted
1,Alabama,10567,1,96,Not Reported
1,Alabama,10569,1,99,Reported as Unknown if Distracted
1,Alabama,10569,2,0,Not Distracted
1,Alabama,10570,1,96,Not Reported
1,Alabama,10571,1,0,Not Distracted
1,Alabama,10572,1,99,Reported as Unknown if Distracted
1,Alabama,10572,2,96,Not Reported
1,Alabama,10573,1,96,Not Reported
1,Alabama,10573,2,96,Not Reported
1,Alabama,10573,3,96,Not Reported
1,Alabama,10574,1,96,Not Reported
1,Alabama,10575,1,96,Not Reported
1,Alabama,10576,1,96,Not Reported
1,Alabama,10577,1,99,Reported as Unknown if Distracted
1,Alabama,10577,2,99,Reported as Unknown if Distracted
1,Alabama,10578,1,0,Not Distracted
1,Alabama,10578,2,0,Not Distracted
1,Alabama,10579,1,96,Not Reported
1,Alabama,10580,1,99,Reported as Unknown if Distracted
1,Alabama,10581,1,99,Reported as Unknown if Distracted
1,Alabama,10582,1,99,Reported as Unknown if Distracted
1,Alabama,10583,1,96,Not Reported
1,Alabama,10583,2,96,Not Reported
1,Alabama,10584,1,96,Not Reported
1,Alabama,10585,1,0,Not Distracted
1,Alabama,10586,1,99,Reported as Unknown if Distracted
1,Alabama,10586,2,96,Not Reported
1,Alabama,10587,1,96,Not Reported
1,Alabama,10588,1,0,Not Distracted
1,Alabama,10589,1,99,Reported as Unknown if Distracted
1,Alabama,10589,2,96,Not Reported
1,Alabama,10589,3,96,Not Reported
1,Alabama,10590,1,96,Not Reported
1,Alabama,10591,1,99,Reported as Unknown if Distracted
1,Alabama,10592,1,96,Not Reported
1,Alabama,10593,1,99,Reported as Unknown if Distracted
1,Alabama,10594,1,99,Reported as Unknown if Distracted
1,Alabama,10594,2,96,Not Reported
1,Alabama,10594,3,0,Not Distracted
1,Alabama,10595,1,99,Reported as Unknown if Distracted
1,Alabama,10596,1,96,Not Reported
1,Alabama,10596,2,96,Not Reported
1,Alabama,10597,1,99,Reported as Unknown if Distracted
1,Alabama,10598,1,96,Not Reported
1,Alabama,10599,1,0,Not Distracted
1,Alabama,10600,1,96,Not Reported
1,Alabama,10601,1,96,Not Reported
1,Alabama,10601,2,96,Not Reported
1,Alabama,10602,1,96,Not Reported
1,Alabama,10603,1,96,Not Reported
1,Alabama,10604,1,96,Not Reported
1,Alabama,10605,1,96,Not Reported
1,Alabama,10606,1,96,Not Reported
1,Alabama,10607,1,96,Not Reported
1,Alabama,10608,1,96,Not Reported
1,Alabama,10608,2,96,Not Reported
1,Alabama,10609,1,96,Not Reported
1,Alabama,10610,1,96,Not Reported
1,Alabama,10610,2,96,Not Reported
1,Alabama,10610,3,96,Not Reported
1,Alabama,10611,1,99,Reported as Unknown if Distracted
1,Alabama,10612,1,96,Not Reported
1,Alabama,10613,1,0,Not Distracted
1,Alabama,10614,1,0,Not Distracted
1,Alabama,10615,1,96,Not Reported
1,Alabama,10616,1,96,Not Reported
1,Alabama,10616,2,0,Not Distracted
1,Alabama,10617,1,96,Not Reported
1,Alabama,10617,2,0,Not Distracted
1,Alabama,10618,1,96,Not Reported
1,Alabama,10618,2,96,Not Reported
1,Alabama,10619,1,96,Not Reported
1,Alabama,10619,2,96,Not Reported
1,Alabama,10619,3,96,Not Reported
1,Alabama,10620,1,96,Not Reported
1,Alabama,10622,1,96,Not Reported
1,Alabama,10622,2,96,Not Reported
1,Alabama,10623,1,96,Not Reported
1,Alabama,10624,1,96,Not Reported
1,Alabama,10625,1,99,Reported as Unknown if Distracted
1,Alabama,10625,2,96,Not Reported
1,Alabama,10626,1,96,Not Reported
1,Alabama,10627,1,96,Not Reported
1,Alabama,10627,2,96,Not Reported
1,Alabama,10627,3,96,Not Reported
1,Alabama,10628,1,96,Not Reported
1,Alabama,10628,2,96,Not Reported
1,Alabama,10629,1,96,Not Reported
1,Alabama,10629,2,96,Not Reported
1,Alabama,10629,3,96,Not Reported
1,Alabama,10630,1,96,Not Reported
1,Alabama,10631,1,96,Not Reported
1,Alabama,10631,2,16,No Driver Present/Unknown if Driver present
1,Alabama,10632,1,96,Not Reported
1,Alabama,10632,2,0,Not Distracted
1,Alabama,10633,1,96,Not Reported
1,Alabama,10633,2,96,Not Reported
1,Alabama,10634,1,96,Not Reported
1,Alabama,10634,2,96,Not Reported
1,Alabama,10635,1,96,Not Reported
1,Alabama,10636,1,96,Not Reported
1,Alabama,10637,1,96,Not Reported
1,Alabama,10638,1,96,Not Reported
1,Alabama,10639,1,96,Not Reported
1,Alabama,10640,1,96,Not Reported
1,Alabama,10640,2,0,Not Distracted
1,Alabama,10641,1,96,Not Reported
1,Alabama,10641,2,96,Not Reported
1,Alabama,10642,1,96,Not Reported
1,Alabama,10643,1,96,Not Reported
1,Alabama,10643,2,96,Not Reported
1,Alabama,10644,1,96,Not Reported
1,Alabama,10645,1,0,Not Distracted
1,Alabama,10646,1,96,Not Reported
1,Alabama,10646,2,0,Not Distracted
1,Alabama,10647,1,96,Not Reported
1,Alabama,10647,2,0,Not Distracted
1,Alabama,10648,1,96,Not Reported
1,Alabama,10649,1,96,Not Reported
1,Alabama,10650,1,0,Not Distracted
1,Alabama,10651,1,96,Not Reported
1,Alabama,10652,1,96,Not Reported
1,Alabama,10653,1,96,Not Reported
1,Alabama,10653,2,96,Not Reported
1,Alabama,10654,1,96,Not Reported
1,Alabama,10655,1,96,Not Reported
1,Alabama,10656,1,96,Not Reported
1,Alabama,10656,2,96,Not Reported
1,Alabama,10657,1,12,"Distracted by Outside Person, Object or Event"
1,Alabama,10658,1,96,Not Reported
1,Alabama,10659,1,96,Not Reported
1,Alabama,10660,1,96,Not Reported
1,Alabama,10660,2,96,Not Reported
1,Alabama,10661,1,96,Not Reported
1,Alabama,10661,2,96,Not Reported
1,Alabama,10662,1,96,Not Reported
1,Alabama,10662,2,96,Not Reported
1,Alabama,10663,1,99,Reported as Unknown if Distracted
1,Alabama,10664,1,0,Not Distracted
1,Alabama,10665,1,12,"Distracted by Outside Person, Object or Event"
1,Alabama,10665,2,0,Not Distracted
1,Alabama,10666,1,96,Not Reported
1,Alabama,10667,1,96,Not Reported
1,Alabama,10668,1,96,Not Reported
1,Alabama,10669,1,96,Not Reported
1,Alabama,10670,1,0,Not Distracted
1,Alabama,10670,2,96,Not Reported
1,Alabama,10671,1,96,Not Reported
1,Alabama,10672,1,96,Not Reported
1,Alabama,10673,1,96,Not Reported
1,Alabama,10673,2,0,Not Distracted
1,Alabama,10674,1,96,Not Reported
1,Alabama,10675,1,96,Not Reported
1,Alabama,10676,1,96,Not Reported
1,Alabama,10676,2,96,Not Reported
1,Alabama,10677,1,96,Not Reported
1,Alabama,10678,1,96,Not Reported
1,Alabama,10678,2,0,Not Distracted
1,Alabama,10679,1,0,Not Distracted
1,Alabama,10679,2,96,Not Reported
1,Alabama,10680,1,0,Not Distracted
1,Alabama,10681,1,0,Not Distracted
1,Alabama,10681,2,0,Not Distracted
1,Alabama,10682,1,96,Not Reported
1,Alabama,10683,1,0,Not Distracted
1,Alabama,10684,1,92,"Distraction (Distracted), Details Unknown"
1,Alabama,10684,2,0,Not Distracted
1,Alabama,10685,1,0,Not Distracted
1,Alabama,10685,2,96,Not Reported
1,Alabama,10686,1,96,Not Reported
1,Alabama,10687,1,96,Not Reported
1,Alabama,10688,1,96,Not Reported
1,Alabama,10688,2,96,Not Reported
1,Alabama,10689,1,96,Not Reported
1,Alabama,10689,2,0,Not Distracted
1,Alabama,10690,1,96,Not Reported
