"STATE","STATENAME","ST_CASE","VEH_NO","PVE_FORMS","PNUMOCCS","PNUMOCCSNAME","PDAY","PDAYNAME","PMONTH","PMONTHNAME","PHOUR","PHOURNAME","PMINUTE","PMINUTENAME","PHARM_EV","PHARM_EVNAME","PMAN_COLL","PMAN_COLLNAME","PTYPE","PTYPENAME","PHIT_RUN","PHIT_RUNNAME","PREG_STAT","PREG_STATNAME","POWNER","POWNERNAME","PMAKE","PMAKENAME","PMODEL","PMAK_MOD","PBODYTYP","PBODYTYPNAME","PMODYEAR","PMODYEARNAME","PVIN","PVINNAME","PVIN_1","PVIN_2","PVIN_3","PVIN_4","PVIN_5","PVIN_6","PVIN_7","PVIN_8","PVIN_9","PVIN_10","PVIN_11","PVIN_12","PTRAILER","PTRAILERNAME","PMCARR_I1","PMCARR_I1NAME","PMCARR_I2","PMCARR_I2NAME","PMCARR_ID","PMCARR_IDNAME","PGVWR","PGVWRNAME","PV_CONFIG","PV_CONFIGNAME","PCARGTYP","PCARGTYPNAME","PHAZ_INV","PHAZ_INVNAME","PHAZPLAC","PHAZPLACNAME","PHAZ_ID","PHAZ_IDNAME","PHAZ_CNO","PHAZ_CNONAME","PHAZ_REL","PHAZ_RELNAME","PBUS_USE","PBUS_USENAME","PSP_USE","PSP_USENAME","PEM_USE","PEM_USENAME","PUNDERIDE","PUNDERIDENAME","PIMPACT1","PIMPACT1NAME","PVEH_SEV","PVEH_SEVNAME","PTOWED","PTOWEDNAME","PM_HARM","PM_HARMNAME","PVEH_SC1","PVEH_SC1NAME","PVEH_SC2","PVEH_SC2NAME","PFIRE","PFIRENAME","PDEATHS","PTRLR1VIN","PTRLR1VINNAME","PTRLR2VIN","PTRLR2VINNAME","PTRLR3VIN","PTRLR3VINNAME"
48,"Texas",482794,2,1,0,"None",1,1,11,"November",23,"11:00pm-11:59pm",52,52,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",35,"Nissan/Datsun",47,"Nissan/Datsun Altima",4,"4-door sedan, hardtop",2013,2013,"1N4AL3AP6DC2","1N4AL3AP6DC2",1,"N",4,"A","L",3,"A","P",6,"D","C",2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",61,"Left",2,"Minor Damage",3,"Towed Not Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",482818,2,1,1,1,14,14,11,"November",0,"0:00am-0:59am",13,13,45,"Working Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",4,"Working Motor Vehicle (highway construction, maintenance, utility only)",0,"No",48,"Texas",3,"Vehicle Registered as Business/Company/Government Vehicle",38,"Isuzu",883,"Isuzu Medium/Heavy - COE, high entry",62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",2005,2005,"4GTJ7F1365F7","4GTJ7F1365F7",4,"G","T","J",7,"F",1,3,6,5,"F",7,0,"No Trailing Units",88,"None",888888888,"None",88888888888,"None",2,"10,001 lbs - 26,000 lbs",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",3,"Flatbed",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",8,"Not Reported",7,"Towed, Unknown Reason",45,"Working Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",482913,2,1,0,"None",4,4,11,"November",2,"2:00am-2:59am",28,28,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",421,"Chevrolet Fullsize Blazer/Tahoe",15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2007,2007,"1GNFC13C27R4","1GNFC13C27R4",1,"G","N","F","C",1,3,"C",2,7,"R",4,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",4,"Functional Damage",3,"Towed Not Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",482917,2,1,0,"None",30,30,11,"November",9,"9:00am-9:59am",22,22,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",481,"Ford F-Series pickup",34,"Light Pickup",2001,2001,"1FTZX172X1KF","1FTZX172X1KF",1,"F","T","Z","X",1,7,2,"X",1,"K","F",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",4,"Functional Damage",3,"Towed Not Due to Disabling Damage",8,"Pedestrian",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",482917,3,1,0,"None",30,30,11,"November",9,"9:00am-9:59am",22,22,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",423,"Ford Excursion",16,"Utility station wagon (includes suburban limousines, Suburban, Travellall, Grand Wagoneer)",2005,2005,"1FMSU43P35EB","1FMSU43P35EB",1,"F","M","S","U",4,3,"P",3,5,"E","B",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",2,"Minor Damage",3,"Towed Not Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",482956,2,1,0,"None",3,3,12,"December",14,"2:00pm-2:59pm",14,14,30,"Utility Pole/Light Support",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",18,"Buick / Opel",24,"Buick / Opel Enclave (2008-12 model years only.  For 2013 on see model 421.)",6,"Station Wagon (excluding van and truck based)",2011,2011,"5GAKRAED2BJ2","5GAKRAED2BJ2",5,"G","A","K","R","A","E","D",2,"B","J",2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",62,"Left-Front Side",4,"Functional Damage",3,"Towed Not Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",482956,3,1,0,"None",3,3,12,"December",14,"2:00pm-2:59pm",14,14,30,"Utility Pole/Light Support",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",63,"KIA",37,"KIA Soul",6,"Station Wagon (excluding van and truck based)",2010,2010,"KNDJT2A13A71","KNDJT2A13A71","K","N","D","J","T",2,"A",1,3,"A",7,1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",3,"3 Clock Point",4,"Functional Damage",3,"Towed Not Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",482984,2,1,0,"None",8,8,12,"December",2,"2:00am-2:59am",23,23,38,"Fence",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",481,"Ford F-Series pickup",34,"Light Pickup",2003,2003,"1FTNW21P33ED","1FTNW21P33ED",1,"F","T","N","W",2,1,"P",3,3,"E","D",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",62,"Left-Front Side",2,"Minor Damage",8,"Not Reported",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483009,2,1,0,"None",22,22,11,"November",8,"8:00am-8:59am",30,30,5,"Fell/Jumped from Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",0,"Not Applicable",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",98,"Other Make",998,"Other Make Other (vehicle)",92,"Farm equipment other than trucks",2014,2014,0,"No VIN Required",0,0,0,0,0,0,0,0,0,0,0,0,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",2,"Minor Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483010,3,2,0,"None",8,8,12,"December",19,"7:00pm-7:59pm",16,16,12,"Motor Vehicle In-Transport",1,"Front-to-Rear",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",471,"Chevrolet S-10/T-10 Pickup",34,"Light Pickup",1998,1998,"1GCCS19W8W81","1GCCS19W8W81",1,"G","C","C","S",1,9,"W",8,"W",8,1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",63,"Left-Back Side",4,"Functional Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483025,2,1,0,"None",7,7,12,"December",2,"2:00am-2:59am",8,8,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",93,"Multiple State Registration",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",51,"Volvo",881,"Volvo Medium/Heavy - CBE",63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",2017,2017,"4V4N99EG3HN9","4V4N99EG3HN9",4,"V",4,"N",9,9,"E","G",3,"H","N",9,0,"No Trailing Units",57,"US DOT",817781,817781,5700817781,5700817781,3,"26,001 lbs. or more",2,"Single-Unit Truck (3 or more axles)",97,"Other",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",9,"9 Clock Point",6,"Disabling Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483051,2,1,2,2,15,15,11,"November",16,"4:00pm-4:59pm",51,51,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",481,"Ford F-Series pickup",34,"Light Pickup",2009,2009,"1FTPW14V39KA","1FTPW14V39KA",1,"F","T","P","W",1,4,"V",3,9,"K","A",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",4,"Functional Damage",3,"Towed Not Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483135,2,1,0,"None",18,18,12,"December",23,"11:00pm-11:59pm",48,48,31,"Post, Pole or Other Supports",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",481,"Ford F-Series pickup",34,"Light Pickup",2002,2002,"1FTRW07672KC","1FTRW07672KC",1,"F","T","R","W",0,7,6,7,2,"K","C",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",83,"Right-Back Side",4,"Functional Damage",3,"Towed Not Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483198,2,4,1,1,10,10,12,"December",19,"7:00pm-7:59pm",8,8,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",6,"California",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",98,"Other Make",806,"Other Make Hino",61,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)",2019,2019,"JHHSDM2H0KK0","JHHSDM2H0KK0","J","H","H","S","D","M",2,"H",0,"K","K",0,0,"No Trailing Units",57,"US DOT",3162603,3162603,5703162603,5703162603,2,"10,001 lbs - 26,000 lbs",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",3,"Flatbed",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",2,"Minor Damage",3,"Towed Not Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",1,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483223,3,2,0,"None",24,24,9,"September",20,"8:00pm-8:59pm",51,51,12,"Motor Vehicle In-Transport",1,"Front-to-Rear",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",39,"Chevrolet Aveo/Aveo 5",4,"4-door sedan, hardtop",2009,2009,"KL1TD56E09B3","KL1TD56E09B3","K","L",1,"T","D",5,6,"E",0,9,"B",3,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",12,"12 Clock Point",2,"Minor Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483233,2,1,0,"None",21,21,12,"December",23,"11:00pm-11:59pm",8,8,32,"Culvert",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",99,"Reported as Unknown",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",99,"Unknown Make",999,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",99,"Unknown body type",9999,"Unknown",999999999999,"Reported as Unknown",9,9,9,9,9,9,9,9,9,9,9,9,0,"No Trailing Units",99,"Reported as Unknown",999999999,"Reported as Unknown",99999999999,"Reported as Unknown",9,"Reported as Unknown",99,"Reported as Unknown",99,"Reported as Unknown",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",99,"Reported as Unknown",99,"Reported as Unknown",0,"Not Applicable",0,"No Underride or Override Noted",98,"Not Reported",8,"Not Reported",8,"Not Reported",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483240,2,1,0,"None",23,23,12,"December",12,"12:00pm-12:59pm",56,56,8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",23,"GMC",481,"GMC C, K, R, V-series pickup/     Sierra",34,"Light Pickup",2015,2015,"1GTN1TEH9FZ2","1GTN1TEH9FZ2",1,"G","T","N",1,"T","E","H",9,"F","Z",2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",1,"1 Clock Point",2,"Minor Damage",8,"Not Reported",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483271,2,1,0,"None",31,31,12,"December",23,"11:00pm-11:59pm",30,30,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",41,"Mazda",51,"Mazda Mazda3",4,"4-door sedan, hardtop",2006,2006,"JM1BK12F0614","JM1BK12F0614","J","M",1,"B","K",1,2,"F",0,6,1,4,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",2,"Minor Damage",8,"Not Reported",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483288,2,1,0,"None",26,26,12,"December",2,"2:00am-2:59am",17,17,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",481,"Chevrolet C, K, R, V-series pickup/Silverado",34,"Light Pickup",2014,2014,"1GCNCPEHXEZ3","1GCNCPEHXEZ3",1,"G","C","N","C","P","E","H","X","E","Z",3,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",83,"Right-Back Side",4,"Functional Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483288,3,1,0,"None",26,26,12,"December",2,"2:00am-2:59am",17,17,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",63,"KIA",402,"KIA Sorento",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2011,2011,"5XYKTDA26BG1","5XYKTDA26BG1",5,"X","Y","K","T","D","A",2,6,"B","G",1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",2,"Minor Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483288,4,1,0,"None",26,26,12,"December",2,"2:00am-2:59am",17,17,42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",55,"Hyundai",402,"Hyundai Tucson",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2016,2016,"KM8J33A45GU1","KM8J33A45GU1","K","M",8,"J",3,3,"A",4,5,"G","U",1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",83,"Right-Back Side",2,"Minor Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483329,2,1,0,"None",28,28,12,"December",22,"10:00pm-10:59pm",22,22,33,"Curb",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",443,"Ford Freestar",20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2004,2004,"2FMZA57654BA","2FMZA57654BA",2,"F","M","Z","A",5,7,6,5,4,"B","A",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",2,"Minor Damage",3,"Towed Not Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
48,"Texas",483366,2,1,0,"None",28,28,11,"November",23,"11:00pm-11:59pm",53,53,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",48,"Texas",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",55,"Hyundai",35,"Hyundai Elantra",4,"4-door sedan, hardtop",2013,2013,"5NPDH4AE2DH2","5NPDH4AE2DH2",5,"N","P","D","H",4,"A","E",2,"D","H",2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",6,"Disabling Damage",2,"Towed Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
